Station,Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,latitude,longitude,MonthlyTotal,Sum
Barisal,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70497,90.37013,0,
Barisal,1990,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37,0,27,2,0,0,0,1,0,0,0,0,0,22.70497,90.37013,79,
Barisal,1990,3,0,6,19,1,0,0,10,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,21,36,8,0,12,14,41,0,22.70497,90.37013,182,
Barisal,1990,4,15,36,6,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,28,0,17,0,0,22.70497,90.37013,139,
Barisal,1990,5,0,0,5,2,23,0,0,0,0,0,2,1,7,30,73,7,0,0,0,0,43,0,57,0,0,23,0,30,11,38,0,22.70497,90.37013,352,
Barisal,1990,6,50,30,4,34,0,36,0,0,0,0,30,0,3,3,4,4,5,0,23,2,17,6,38,1,2,1,19,37,2,35,0,22.70497,90.37013,386,
Barisal,1990,7,1,11,30,30,18,39,12,1,11,30,1,20,11,3,39,24,2,6,3,9,8,5,0,0,15,8,68,0,44,6,2,22.70497,90.37013,457,
Barisal,1990,8,2,3,12,20,2,24,25,7,7,1,0,0,1,1,2,10,4,1,1,0,7,3,8,0,0,153,0,0,0,5,0,22.70497,90.37013,299,
Barisal,1990,9,1,33,11,2,0,1,6,0,0,2,18,2,4,8,1,0,0,16,1,17,0,2,0,1,11,21,5,2,0,25,0,22.70497,90.37013,190,
Barisal,1990,10,6,4,20,16,49,0,4,26,49,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70497,90.37013,194,
Barisal,1990,11,0,0,0,22,16,4,4,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.70497,90.37013,70,
Barisal,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,22.70497,90.37013,30,2378
Bhola,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68759,90.64403,0,
Bhola,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,4,29,1,1,0,0,0,16,0,0,0,0,22.68759,90.64403,84,
Bhola,1990,3,0,4,17,2,0,0,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,14,57,6,0,7,1,37,0,22.68759,90.64403,155,
Bhola,1990,4,23,42,0,13,2,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,10,8,0,2,1,0,22.68759,90.64403,118,
Bhola,1990,5,0,3,3,0,31,0,0,0,0,0,0,0,0,10,73,23,0,0,0,0,44,0,9,0,4,16,2,13,0,18,0,22.68759,90.64403,249,
Bhola,1990,6,7,3,13,9,0,35,0,0,0,7,67,0,0,5,15,0,1,2,15,6,15,34,13,3,25,3,51,12,2,15,0,22.68759,90.64403,358,
Bhola,1990,7,5,1,10,40,17,8,5,4,29,30,4,1,0,1,9,50,1,0,1,3,3,28,2,0,9,5,12,26,31,5,30,22.68759,90.64403,370,
Bhola,1990,8,18,3,16,9,2,0,97,8,6,9,3,0,25,7,22,26,8,1,0,0,10,6,1,4,1,5,0,0,0,0,0,22.68759,90.64403,287,
Bhola,1990,9,2,49,7,5,22,6,0,0,0,0,14,1,3,8,0,0,0,0,2,32,0,0,0,1,12,2,1,3,0,29,0,22.68759,90.64403,199,
Bhola,1990,10,0,12,23,59,31,0,14,63,91,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68759,90.64403,322,
Bhola,1990,11,0,0,0,26,24,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68759,90.64403,83,
Bhola,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,22.68759,90.64403,35,2260
Bogra,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85098,89.37108,0,
Bogra,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,11,0,0,0,0,0,0,7,0,0,0,0,0,24.85098,89.37108,27,
Bogra,1990,3,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,24.85098,89.37108,24,
Bogra,1990,4,0,1,0,9,1,0,17,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,24.85098,89.37108,41,
Bogra,1990,5,7,1,0,0,20,0,0,48,0,1,0,0,14,29,1,0,0,0,0,33,14,0,0,0,86,1,23,0,14,0,0,24.85098,89.37108,292,
Bogra,1990,6,5,62,0,0,0,82,39,0,42,9,0,0,17,0,3,0,0,1,0,10,18,6,58,1,0,0,3,1,6,15,0,24.85098,89.37108,378,
Bogra,1990,7,37,2,10,54,41,3,13,8,37,2,22,0,1,1,0,1,9,1,35,38,24,32,2,0,2,16,0,28,22,57,1,24.85098,89.37108,499,
Bogra,1990,8,1,7,65,7,0,1,62,0,0,0,14,13,14,0,0,0,1,0,0,0,0,0,0,0,0,49,21,6,4,0,0,24.85098,89.37108,265,
Bogra,1990,9,0,83,0,0,16,16,0,0,0,0,1,0,0,0,18,0,0,43,3,0,0,1,0,0,14,47,34,0,26,18,0,24.85098,89.37108,320,
Bogra,1990,10,46,1,2,2,21,0,0,12,69,50,2,0,2,4,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85098,89.37108,227,
Bogra,1990,11,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85098,89.37108,4,
Bogra,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.85098,89.37108,0,2077
Chandpur,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2321,90.6631,0,
Chandpur,1990,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,1,11,0,0,0,0,0,0,12,0,0,0,0,0,23.2321,90.6631,36,
Chandpur,1990,3,0,7,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,42,6,0,8,15,12,0,23.2321,90.6631,111,
Chandpur,1990,4,30,9,0,3,0,0,0,5,20,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,10,12,25,0,30,0,0,23.2321,90.6631,163,
Chandpur,1990,5,0,0,2,0,5,0,0,0,0,0,0,0,1,1,37,14,0,0,0,3,32,0,0,0,0,31,0,6,3,54,0,23.2321,90.6631,189,
Chandpur,1990,6,2,15,8,0,0,22,0,0,9,90,3,0,6,0,0,10,4,0,0,17,10,0,5,12,39,0,16,18,0,25,0,23.2321,90.6631,311,
Chandpur,1990,7,0,2,29,67,50,0,4,2,17,20,23,7,1,42,15,17,18,1,0,24,7,9,1,0,14,16,2,0,8,9,16,23.2321,90.6631,421,
Chandpur,1990,8,0,0,36,17,0,15,25,2,11,6,0,8,0,4,27,9,1,0,0,0,0,6,1,0,0,9,0,0,0,0,0,23.2321,90.6631,177,
Chandpur,1990,9,1,28,2,0,15,5,6,0,0,0,49,9,3,9,2,0,0,4,40,0,0,0,0,0,7,0,21,4,1,2,0,23.2321,90.6631,208,
Chandpur,1990,10,5,9,7,5,26,0,2,101,84,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2321,90.6631,263,
Chandpur,1990,11,0,0,0,11,18,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2321,90.6631,55,
Chandpur,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,23.2321,90.6631,22,1956
Chittagong,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3384,91.83168,0,
Chittagong,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,2,2,0,0,1,1,0,0,0,0,22.3384,91.83168,39,
Chittagong,1990,3,0,0,5,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,0,2,0,2,0,22.3384,91.83168,53,
Chittagong,1990,4,11,63,0,26,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,28,10,0,0,16,29,5,8,0,42,0,0,22.3384,91.83168,250,
Chittagong,1990,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111,35,8,0,7,0,0,0,0,0,0,0,9,24,2,8,0,22.3384,91.83168,205,
Chittagong,1990,6,2,20,1,3,21,52,3,1,4,29,0,0,7,0,5,0,0,29,13,10,83,0,1,25,41,43,6,44,42,183,0,22.3384,91.83168,668,
Chittagong,1990,7,164,5,23,100,182,18,38,19,37,76,7,60,13,38,8,2,3,3,4,20,26,9,0,0,5,6,11,90,52,18,1,22.3384,91.83168,1038,
Chittagong,1990,8,16,2,0,4,4,4,2,7,0,0,2,1,5,1,0,0,0,0,0,9,0,1,0,23,14,18,2,0,0,0,0,22.3384,91.83168,115,
Chittagong,1990,9,16,8,6,4,0,5,0,11,0,4,12,0,0,0,0,25,2,0,0,16,0,6,0,0,0,0,2,20,4,0,0,22.3384,91.83168,141,
Chittagong,1990,10,8,19,3,0,1,0,21,68,37,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3384,91.83168,233,
Chittagong,1990,11,0,0,0,8,35,1,1,9,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3384,91.83168,74,
Chittagong,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,22.3384,91.83168,36,2852
chuadanga,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,0,
chuadanga,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,0,
chuadanga,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,0,
chuadanga,1990,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,0,
chuadanga,1990,5,0,0,0,0,0,0,0,0,0,0,20,0,0,15,12,0,0,0,0,0,0,0,20,0,0,23,4,0,0,0,0,23.6418,88.8577,94,
chuadanga,1990,6,0,0,6,0,0,51,0,0,0,20,0,19,0,10,1,0,2,12,3,10,14,1,0,33,2,0,10,16,1,0,0,23.6418,88.8577,211,
chuadanga,1990,7,0,8,31,76,22,24,0,8,67,24,10,13,5,0,9,10,14,0,6,44,6,0,0,12,0,0,0,10,0,11,21,23.6418,88.8577,431,
chuadanga,1990,8,7,6,4,5,1,27,0,28,0,0,0,2,26,0,4,4,1,2,0,1,1,2,6,0,0,1,6,4,0,1,0,23.6418,88.8577,139,
chuadanga,1990,9,0,79,9,6,0,12,10,0,0,60,86,7,1,0,0,2,0,0,1,11,7,0,24,0,0,10,9,12,4,16,0,23.6418,88.8577,366,
chuadanga,1990,10,14,2,20,24,8,0,0,4,63,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,155,
chuadanga,1990,11,0,0,0,2,3,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,55,
chuadanga,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6418,88.8577,0,1451
Comilla,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.46186,91.18503,0,
Comilla,1990,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,23.46186,91.18503,21,
Comilla,1990,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,29,7,102,14,0,4,11,0,0,23.46186,91.18503,179,
Comilla,1990,4,6,56,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,6,22,0,83,0,0,23.46186,91.18503,228,
Comilla,1990,5,0,0,1,0,9,0,0,0,0,0,0,0,10,20,115,78,0,0,0,0,29,0,1,0,0,14,0,0,39,15,0,23.46186,91.18503,331,
Comilla,1990,6,35,11,43,0,0,67,0,0,19,23,10,0,12,7,0,11,0,0,30,3,8,1,16,9,3,6,4,0,15,0,0,23.46186,91.18503,333,
Comilla,1990,7,13,14,6,33,31,9,2,0,51,5,5,3,9,4,0,0,7,3,2,8,4,5,2,3,7,1,23,19,19,15,0,23.46186,91.18503,303,
Comilla,1990,8,23,11,8,21,4,4,14,1,0,0,0,5,36,9,0,2,3,0,0,68,0,1,0,0,0,25,12,5,0,0,0,23.46186,91.18503,252,
Comilla,1990,9,1,2,0,2,15,5,0,2,0,5,6,0,2,0,0,0,0,7,62,0,0,0,0,6,0,0,3,103,5,1,0,23.46186,91.18503,227,
Comilla,1990,10,0,4,0,2,2,0,0,0,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.46186,91.18503,73,
Comilla,1990,11,0,0,0,9,16,4,19,13,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.46186,91.18503,71,
Comilla,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,23.46186,91.18503,27,2045
Cox's Bazar,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43973,92.00955,0,
Cox's Bazar,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,12,7,6,0,0,0,38,2,0,0,0,21.43973,92.00955,69,
Cox's Bazar,1990,3,0,0,57,26,67,0,0,0,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,21.43973,92.00955,174,
Cox's Bazar,1990,4,0,63,18,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,21.43973,92.00955,135,
Cox's Bazar,1990,5,0,0,1,0,0,0,0,0,0,0,0,0,0,6,137,50,17,0,1,0,0,0,0,0,0,0,11,28,0,9,1,21.43973,92.00955,261,
Cox's Bazar,1990,6,10,1,0,0,91,102,28,6,0,0,0,0,0,42,54,4,0,30,75,53,111,2,29,122,146,119,18,68,44,46,0,21.43973,92.00955,1201,
Cox's Bazar,1990,7,131,12,33,73,24,133,57,33,47,49,12,14,17,66,129,12,34,5,25,67,48,58,0,12,9,9,0,1,65,31,5,21.43973,92.00955,1211,
Cox's Bazar,1990,8,44,8,0,0,4,23,3,0,2,0,0,11,1,0,1,6,26,11,0,0,5,7,6,18,28,53,4,1,8,0,7,21.43973,92.00955,277,
Cox's Bazar,1990,9,13,64,39,29,19,23,6,1,2,3,0,0,4,10,0,2,0,31,0,0,0,0,0,0,0,0,3,23,0,0,0,21.43973,92.00955,272,
Cox's Bazar,1990,10,0,12,12,6,3,0,14,82,51,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43973,92.00955,294,
Cox's Bazar,1990,11,0,0,2,12,173,0,35,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43973,92.00955,255,
Cox's Bazar,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0,0,0,0,0,0,0,0,0,0,0,21.43973,92.00955,19,4168
Dhaka,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7104,90.40744,0,
Dhaka,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,12,0,0,14,0,0,0,0,0,23.7104,90.40744,36,
Dhaka,1990,3,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,79,42,12,0,2,3,0,0,23.7104,90.40744,151,
Dhaka,1990,4,33,24,0,1,12,0,0,0,5,0,0,0,0,0,12,0,0,0,0,28,10,0,0,7,0,9,1,0,12,0,0,23.7104,90.40744,154,
Dhaka,1990,5,0,0,1,0,29,0,0,0,0,0,0,0,17,9,51,18,0,0,0,10,10,0,34,0,0,11,3,0,1,8,0,23.7104,90.40744,202,
Dhaka,1990,6,0,24,5,0,0,33,0,0,39,24,0,0,40,1,0,11,2,3,3,14,8,1,2,17,1,0,1,0,0,0,0,23.7104,90.40744,229,
Dhaka,1990,7,0,2,10,48,52,80,3,16,33,9,11,7,1,6,1,1,22,0,9,9,48,10,2,0,17,26,2,94,39,8,1,23.7104,90.40744,567,
Dhaka,1990,8,0,13,4,36,0,11,14,3,0,0,0,0,0,11,0,20,5,1,0,57,0,7,0,0,0,8,30,6,1,0,0,23.7104,90.40744,227,
Dhaka,1990,9,0,7,0,0,31,7,1,0,0,75,49,0,0,1,0,0,0,9,0,2,0,2,0,0,1,18,0,18,25,1,0,23.7104,90.40744,247,
Dhaka,1990,10,1,2,3,33,7,0,0,27,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7104,90.40744,181,
Dhaka,1990,11,0,0,0,1,28,6,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7104,90.40744,103,
Dhaka,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7104,90.40744,6,2103
Dinajpur,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62745,88.63779,0,
Dinajpur,1990,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.62745,88.63779,6,
Dinajpur,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,25.62745,88.63779,41,
Dinajpur,1990,4,1,0,0,0,90,0,0,34,10,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,11,0,7,0,0,25.62745,88.63779,159,
Dinajpur,1990,5,0,0,6,0,8,0,0,56,0,4,3,0,0,0,16,0,0,0,12,75,2,3,3,0,1,0,16,1,13,0,26,25.62745,88.63779,245,
Dinajpur,1990,6,8,0,0,0,121,3,1,0,21,17,0,0,0,0,9,0,0,11,0,11,64,29,7,0,0,0,1,0,24,28,0,25.62745,88.63779,355,
Dinajpur,1990,7,4,0,0,8,38,11,49,1,76,17,3,10,21,19,1,0,0,93,0,2,4,0,35,1,0,16,0,38,17,8,7,25.62745,88.63779,479,
Dinajpur,1990,8,15,26,7,9,0,9,11,1,0,13,7,77,1,14,1,0,1,0,0,0,0,1,0,0,11,10,34,0,3,0,0,25.62745,88.63779,251,
Dinajpur,1990,9,0,0,2,1,8,1,11,0,0,6,47,0,0,0,0,0,158,1,0,0,0,13,37,2,0,31,9,23,2,0,0,25.62745,88.63779,352,
Dinajpur,1990,10,26,0,24,10,34,12,0,3,62,5,0,0,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62745,88.63779,193,
Dinajpur,1990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62745,88.63779,0,
Dinajpur,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62745,88.63779,0,2081
Faridpur,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60612,89.84064,0,
Faridpur,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,12,0,0,0,1,0,0,16,0,0,0,0,0,23.60612,89.84064,36,
Faridpur,1990,3,0,6,14,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,83,62,32,0,5,2,10,0,23.60612,89.84064,227,
Faridpur,1990,4,13,13,0,0,4,0,0,36,1,0,0,0,0,0,24,0,0,0,0,28,0,0,0,0,3,8,16,0,10,0,0,23.60612,89.84064,156,
Faridpur,1990,5,0,0,6,0,33,0,0,14,0,0,11,1,4,9,19,4,0,0,0,81,20,0,12,0,18,47,0,0,2,34,0,23.60612,89.84064,315,
Faridpur,1990,6,0,73,26,0,0,61,0,0,18,0,0,0,32,4,1,0,2,2,7,10,2,1,2,1,41,0,2,4,0,0,0,23.60612,89.84064,289,
Faridpur,1990,7,14,2,6,60,115,26,5,0,14,23,0,0,0,0,13,13,9,2,1,0,10,2,3,2,5,6,33,24,16,1,0,23.60612,89.84064,405,
Faridpur,1990,8,1,14,0,15,18,7,11,0,7,0,0,0,0,0,2,8,8,3,0,37,0,0,6,0,3,1,3,1,0,0,0,23.60612,89.84064,145,
Faridpur,1990,9,0,2,2,1,0,4,0,0,1,12,42,0,0,3,9,0,0,7,6,0,0,1,0,0,2,5,27,33,15,20,0,23.60612,89.84064,192,
Faridpur,1990,10,1,0,16,30,8,0,0,65,34,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60612,89.84064,168,
Faridpur,1990,11,0,0,0,9,16,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60612,89.84064,48,
Faridpur,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23.60612,89.84064,4,1985
Feni,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0144,91.3966,0,
Feni,1990,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23.0144,91.3966,31,
Feni,1990,3,0,18,54,7,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,9,144,19,0,18,2,8,0,23.0144,91.3966,287,
Feni,1990,4,5,32,3,6,3,0,0,0,11,5,0,0,0,0,4,0,0,0,0,14,25,0,0,3,16,7,32,0,47,0,0,23.0144,91.3966,213,
Feni,1990,5,0,0,0,0,65,0,0,0,0,0,0,0,0,2,198,35,0,0,0,0,61,0,0,0,0,32,0,2,32,58,0,23.0144,91.3966,485,
Feni,1990,6,7,7,51,5,8,58,3,0,1,15,50,0,0,0,3,0,0,16,21,4,15,5,68,7,117,6,9,0,50,19,0,23.0144,91.3966,545,
Feni,1990,7,67,0,5,86,51,8,10,8,56,2,14,32,72,27,2,6,28,28,7,18,27,11,0,3,50,7,122,80,107,38,0,23.0144,91.3966,972,
Feni,1990,8,25,24,64,0,8,79,82,0,14,1,2,13,30,37,0,0,2,0,0,95,0,0,0,7,0,41,3,16,0,0,0,23.0144,91.3966,543,
Feni,1990,9,12,1,0,1,0,13,3,6,21,6,56,0,0,0,0,0,0,0,55,0,0,0,1,29,20,0,9,6,0,32,0,23.0144,91.3966,271,
Feni,1990,10,0,5,2,0,0,0,0,0,67,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0144,91.3966,179,
Feni,1990,11,0,0,0,5,38,58,62,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0144,91.3966,178,
Feni,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,23.0144,91.3966,62,3766
Hatiya,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,0,
Hatiya,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,36,1,1,0,0,0,0,0,0,0,0,22.2881,91.1401,69,
Hatiya,1990,3,0,52,27,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,51,14,0,9,0,16,0,22.2881,91.1401,198,
Hatiya,1990,4,18,10,0,30,9,0,0,1,0,93,0,0,0,0,0,0,0,1,0,4,2,0,0,1,5,3,13,0,18,1,0,22.2881,91.1401,209,
Hatiya,1990,5,0,11,0,0,0,0,0,0,0,2,0,0,0,24,174,6,0,0,0,4,27,0,0,0,0,34,12,1,2,26,0,22.2881,91.1401,323,
Hatiya,1990,6,0,0,15,11,3,66,0,0,0,28,14,0,0,2,12,2,3,5,5,21,45,18,6,12,78,21,38,1,56,4,0,22.2881,91.1401,466,
Hatiya,1990,7,25,11,29,106,45,11,8,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,281,
Hatiya,1990,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,0,
Hatiya,1990,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,0,
Hatiya,1990,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,0,
Hatiya,1990,11,0,0,0,29,23,0,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,88,
Hatiya,1990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,22.2881,91.1401,78,1712
Ishurdi,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12858,89.06573,0,
Ishurdi,1990,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,0,27,0,0,0,0,0,24.12858,89.06573,70,
Ishurdi,1990,3,2,6,1,0,0,0,0,0,0,19,0,0,29,0,0,0,0,0,0,0,0,0,0,29,36,0,0,0,2,4,0,24.12858,89.06573,128,
Ishurdi,1990,4,11,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,37,2,9,0,35,0,0,24.12858,89.06573,157,
Ishurdi,1990,5,2,0,31,0,41,0,0,0,0,0,19,0,15,45,3,0,0,0,4,4,21,0,0,0,16,1,4,0,0,1,0,24.12858,89.06573,207,
